capture,lane_index,lane,capture_event_index,lane_event_index,frame_index,subevent_index,source_actor,target_actor,nonzero_status_count,nonzero_slots,wire_status_ids_hex
combat_autoattack.pcapng,0,main,419,134,47,13,actor-01,actor-02,0,,
combat_autoattack.pcapng,0,main,842,557,123,13,actor-03,actor-02,0,,
combat_autoattack.pcapng,0,main,860,575,123,31,actor-04,actor-02,0,,
combat_autoattack.pcapng,0,main,878,593,124,11,actor-01,actor-02,0,,
combat_autoattack.pcapng,0,main,896,611,124,29,actor-05,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,754,24,5,10,actor-01,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,783,53,11,10,actor-03,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,798,68,12,6,actor-04,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,831,101,21,9,actor-05,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,847,117,24,6,actor-06,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,887,157,33,6,actor-07,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,908,178,38,10,actor-08,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,937,207,42,11,actor-09,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,952,222,42,26,actor-10,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1000,270,54,2,actor-10,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1017,287,54,19,actor-11,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1037,307,59,10,actor-12,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1067,337,64,10,actor-13,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1082,352,64,25,actor-14,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1097,367,65,1,actor-11,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1126,396,71,6,actor-15,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1141,411,71,21,actor-16,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1156,426,71,36,actor-17,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1171,441,72,12,actor-18,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1389,659,182,11,actor-19,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1477,747,237,24,actor-02,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1540,810,246,11,actor-20,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1552,822,246,23,actor-21,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1563,833,246,34,actor-22,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1577,847,247,3,actor-23,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1589,859,247,15,actor-24,actor-02,0,,
from_gridania_to_blackshroud.pcapng,0,main,1604,874,247,30,actor-25,actor-02,0,,
gather_wood.pcapng,0,main,1081,574,196,10,actor-01,actor-02,0,,
gather_wood.pcapng,0,main,1133,626,210,13,actor-03,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3259,39,10,6,actor-01,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3276,56,10,23,actor-03,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3311,91,17,6,actor-04,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3326,106,17,21,actor-05,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3341,121,17,36,actor-06,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3356,136,19,9,actor-07,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3371,151,19,24,actor-08,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3589,369,123,11,actor-09,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3672,452,176,16,actor-02,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3736,516,185,12,actor-10,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3748,528,185,24,actor-11,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3759,539,185,35,actor-12,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3773,553,186,5,actor-13,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3785,565,186,17,actor-14,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3800,580,186,32,actor-15,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3872,652,228,10,actor-16,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3904,684,242,13,actor-17,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3930,710,250,13,actor-18,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3954,734,255,13,actor-19,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,3972,752,255,31,actor-20,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4002,782,262,13,actor-21,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4037,817,271,10,actor-22,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4059,839,277,10,actor-23,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4077,857,277,28,actor-24,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4106,886,281,13,actor-25,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4139,919,290,13,actor-26,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4157,937,290,31,actor-27,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4190,970,295,13,actor-28,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4211,991,298,13,actor-29,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4245,1025,305,13,actor-30,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4291,1071,316,13,actor-31,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4324,1104,323,13,actor-32,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4357,1137,330,13,actor-33,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4378,1158,334,13,actor-34,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4451,1231,355,13,actor-35,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4469,1249,355,31,actor-36,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4487,1267,356,10,actor-37,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4519,1299,360,11,actor-38,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4553,1333,370,13,actor-39,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4571,1351,370,31,actor-40,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4589,1369,371,11,actor-41,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4622,1402,376,13,actor-42,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4645,1425,380,13,actor-43,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4677,1457,384,13,actor-44,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4794,1574,420,13,actor-45,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4828,1608,428,13,actor-46,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4852,1632,433,13,actor-47,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4870,1650,433,31,actor-48,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4896,1676,438,13,actor-49,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4949,1729,457,10,actor-50,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4976,1756,462,13,actor-51,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,4997,1777,466,13,actor-52,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5026,1806,470,13,actor-53,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5044,1824,470,31,actor-54,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5066,1846,474,13,actor-55,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5125,1905,487,13,actor-56,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5187,1967,507,13,actor-57,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5217,1997,515,13,actor-58,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5235,2015,515,31,actor-59,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5253,2033,516,11,actor-60,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5276,2056,520,13,actor-61,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5294,2074,520,31,actor-62,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5312,2092,521,11,actor-63,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5345,2125,526,3,actor-64,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5363,2143,526,21,actor-65,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5381,2161,526,39,actor-66,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5399,2179,527,17,actor-67,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5423,2203,530,13,actor-68,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5494,2274,547,13,actor-69,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5595,2375,575,13,actor-70,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5618,2398,581,10,actor-71,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5644,2424,587,13,actor-72,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5662,2442,587,31,actor-73,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5688,2468,592,13,actor-74,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5706,2486,592,31,actor-75,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5724,2504,593,11,actor-76,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5747,2527,597,13,actor-77,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5765,2545,597,31,actor-78,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5798,2578,603,13,actor-79,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5816,2596,603,31,actor-80,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5839,2619,606,14,actor-81,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5857,2637,606,32,actor-82,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,5875,2655,607,11,actor-83,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6025,2805,660,10,actor-84,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6047,2827,668,10,actor-85,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6075,2855,677,13,actor-86,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6095,2875,680,13,actor-87,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6127,2907,687,13,actor-88,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6147,2927,690,13,actor-89,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6174,2954,694,13,actor-90,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6189,2969,695,11,actor-91,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6219,2999,701,13,actor-92,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6252,3032,710,10,actor-93,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6325,3105,738,13,actor-94,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6343,3123,738,31,actor-95,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6406,3186,769,10,actor-96,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6427,3207,772,13,actor-97,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6550,3330,846,24,actor-02,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6614,3394,855,12,actor-98,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6626,3406,855,24,actor-11,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6637,3417,855,35,actor-12,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6651,3431,856,5,actor-99,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6663,3443,856,17,actor-100,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6717,3497,884,13,actor-101,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6743,3523,892,13,actor-102,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6766,3546,897,13,actor-103,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6784,3564,898,10,actor-104,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6811,3591,904,13,actor-105,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6831,3611,906,13,actor-106,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6849,3629,906,31,actor-107,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6867,3647,907,11,actor-108,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6897,3677,911,13,actor-109,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6915,3695,911,31,actor-110,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6933,3713,912,10,actor-111,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6958,3738,916,13,actor-112,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,6990,3770,922,10,actor-113,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7008,3788,922,28,actor-114,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7026,3806,923,8,actor-115,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7088,3868,940,6,actor-116,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7106,3886,940,24,actor-117,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7140,3920,946,13,actor-118,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7162,3942,951,13,actor-119,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7192,3972,955,13,actor-120,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7214,3994,958,13,actor-121,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7249,4029,964,13,actor-122,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7279,4059,971,10,actor-123,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7299,4079,974,13,actor-124,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7314,4094,974,28,actor-125,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7332,4112,975,6,actor-126,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7368,4148,980,10,actor-127,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7383,4163,980,25,actor-128,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7398,4178,981,1,actor-129,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7413,4193,981,16,actor-130,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7475,4255,995,13,actor-118,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7493,4273,995,31,actor-119,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7528,4308,1000,13,actor-131,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7546,4326,1000,31,actor-117,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7581,4361,1008,13,actor-132,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7614,4394,1015,13,actor-133,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7632,4412,1015,31,actor-134,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7650,4430,1016,11,actor-135,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7668,4448,1016,29,actor-136,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7686,4466,1017,10,actor-137,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7704,4484,1017,28,actor-138,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7722,4502,1018,8,actor-139,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7749,4529,1022,13,actor-140,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7782,4562,1029,13,actor-141,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7800,4580,1029,31,actor-142,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7818,4598,1030,11,actor-143,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7843,4623,1035,13,actor-144,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7875,4655,1040,13,actor-145,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7897,4677,1045,13,actor-146,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7935,4715,1052,13,actor-147,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7953,4733,1052,31,actor-148,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,7985,4765,1057,13,actor-149,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8003,4783,1057,31,actor-150,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8021,4801,1058,11,actor-151,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8058,4838,1064,13,actor-152,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8076,4856,1064,31,actor-153,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8094,4874,1065,11,actor-154,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8135,4915,1075,13,actor-155,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8185,4965,1087,13,actor-155,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8208,4988,1091,13,actor-156,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8239,5019,1095,13,actor-157,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8257,5037,1095,31,actor-158,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8281,5061,1098,13,actor-159,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8299,5079,1098,31,actor-160,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8317,5097,1099,11,actor-161,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8335,5115,1099,29,actor-162,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8353,5133,1100,10,actor-163,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8371,5151,1100,28,actor-164,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8410,5190,1106,13,actor-165,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8428,5208,1106,31,actor-166,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8456,5236,1112,13,actor-167,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8474,5254,1112,31,actor-168,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8505,5285,1115,13,actor-169,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8523,5303,1115,31,actor-170,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8541,5321,1116,9,actor-171,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8559,5339,1116,27,actor-172,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8596,5376,1121,13,actor-173,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8614,5394,1121,31,actor-174,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8648,5428,1127,13,actor-175,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8666,5446,1127,31,actor-176,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8684,5464,1128,11,actor-177,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8709,5489,1133,13,actor-178,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8727,5507,1133,31,actor-179,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8760,5540,1137,13,actor-180,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8780,5560,1139,13,actor-181,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8810,5590,1142,13,actor-182,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8847,5627,1152,13,actor-183,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8900,5680,1166,13,actor-184,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8919,5699,1170,10,actor-185,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8937,5717,1170,28,actor-186,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,8987,5767,1180,13,actor-187,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9005,5785,1180,31,actor-188,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9029,5809,1185,10,actor-184,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9047,5827,1185,28,actor-189,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9107,5887,1202,10,actor-190,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9125,5905,1202,28,actor-191,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9143,5923,1203,8,actor-192,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9177,5957,1209,6,actor-193,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9209,5989,1213,13,actor-194,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9227,6007,1213,31,actor-195,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9242,6022,1214,7,actor-196,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9314,6094,1241,10,actor-192,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9337,6117,1247,10,actor-190,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9355,6135,1247,28,actor-188,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9382,6162,1251,13,actor-197,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9400,6180,1251,31,actor-191,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9418,6198,1252,11,actor-193,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9436,6216,1252,29,actor-198,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9459,6239,1255,13,actor-199,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9477,6257,1255,31,actor-200,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9495,6275,1256,11,actor-201,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9513,6293,1256,29,actor-202,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9531,6311,1257,10,actor-187,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9567,6347,1263,13,actor-203,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9585,6365,1263,31,actor-204,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9600,6380,1264,7,actor-205,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9621,6401,1268,13,actor-187,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9668,6448,1277,13,actor-206,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9716,6496,1288,6,actor-207,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9734,6514,1288,24,actor-208,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9842,6622,1320,24,actor-02,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9906,6686,1329,12,actor-209,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9918,6698,1329,24,actor-11,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9929,6709,1329,35,actor-12,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9943,6723,1330,5,actor-210,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9955,6735,1330,17,actor-211,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9972,6752,1330,34,actor-212,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,9990,6770,1331,11,actor-213,actor-02,0,,
gridania_to_coerthas.pcapng,0,main,10008,6788,1331,29,actor-214,actor-02,0,,
local_leve_complete.pcapng,0,main,1232,162,52,13,actor-01,actor-02,0,,
local_leve_complete.pcapng,0,main,2220,1150,292,25,actor-03,actor-02,0,,
login.pcapng,0,main,221,46,9,24,actor-01,actor-01,1,1,0x5adf
login.pcapng,0,main,283,108,18,10,actor-02,actor-01,0,,
login.pcapng,0,main,294,119,18,21,actor-03,actor-01,0,,
login.pcapng,0,main,308,133,18,35,actor-04,actor-01,0,,
login.pcapng,0,main,320,145,19,4,actor-05,actor-01,0,,
login.pcapng,0,main,334,159,19,18,actor-06,actor-01,0,,
login.pcapng,0,main,349,174,19,33,actor-07,actor-01,0,,
login.pcapng,0,main,364,189,20,7,actor-08,actor-01,0,,
login.pcapng,0,main,381,206,20,24,actor-09,actor-01,0,,
login.pcapng,0,main,396,221,21,1,actor-10,actor-01,0,,
move_around_gridania.pcapng,0,main,771,63,22,10,actor-01,actor-02,0,,
move_around_gridania.pcapng,0,main,788,80,25,10,actor-03,actor-02,0,,
move_around_gridania.pcapng,0,main,825,117,35,10,actor-04,actor-02,0,,
move_around_gridania.pcapng,0,main,866,158,46,10,actor-05,actor-02,0,,
move_around_gridania.pcapng,0,main,883,175,49,10,actor-06,actor-02,0,,
move_around_gridania.pcapng,0,main,898,190,49,25,actor-07,actor-02,0,,
move_around_gridania.pcapng,0,main,913,205,50,6,actor-08,actor-02,0,,
move_around_gridania.pcapng,0,main,928,220,50,21,actor-09,actor-02,0,,
move_around_gridania.pcapng,0,main,943,235,50,36,actor-10,actor-02,0,,
move_around_gridania.pcapng,0,main,978,270,56,10,actor-11,actor-02,0,,
move_around_gridania.pcapng,0,main,993,285,56,25,actor-12,actor-02,0,,
move_around_gridania.pcapng,0,main,1007,299,56,39,actor-13,actor-02,0,,
move_around_gridania.pcapng,0,main,1039,331,64,10,actor-14,actor-02,0,,
move_around_gridania.pcapng,0,main,1066,358,68,10,actor-15,actor-02,0,,
move_around_gridania.pcapng,0,main,1083,375,72,10,actor-16,actor-02,0,,
move_around_gridania.pcapng,0,main,1112,404,78,10,actor-17,actor-02,0,,
move_around_gridania.pcapng,0,main,1127,419,78,25,actor-18,actor-02,0,,
move_around_gridania.pcapng,0,main,1176,468,91,10,actor-19,actor-02,0,,
move_around_gridania.pcapng,0,main,1204,496,96,10,actor-20,actor-02,0,,
move_around_gridania.pcapng,0,main,1224,516,102,6,actor-21,actor-02,0,,
move_around_gridania.pcapng,0,main,1238,530,102,20,actor-22,actor-02,0,,
move_around_gridania.pcapng,0,main,1270,562,107,10,actor-23,actor-02,0,,
move_around_gridania.pcapng,0,main,1302,594,112,13,actor-24,actor-02,0,,
move_around_gridania.pcapng,0,main,1346,638,126,9,actor-25,actor-02,0,,
move_around_gridania.pcapng,0,main,1375,667,134,10,actor-26,actor-02,0,,
move_around_gridania.pcapng,0,main,1400,692,141,10,actor-27,actor-02,0,,
move_around_gridania.pcapng,0,main,1414,706,141,24,actor-28,actor-02,0,,
move_around_gridania.pcapng,0,main,1532,824,200,10,actor-29,actor-02,0,,
move_around_gridania.pcapng,0,main,1555,847,205,10,actor-30,actor-02,0,,
move_around_gridania.pcapng,0,main,1599,891,221,10,actor-31,actor-02,0,,
move_around_gridania.pcapng,0,main,1614,906,221,25,actor-32,actor-02,0,,
move_around_gridania.pcapng,0,main,1642,934,228,6,actor-33,actor-02,0,,
move_around_gridania.pcapng,0,main,1672,964,235,10,actor-34,actor-02,0,,
move_out_of_room.pcapng,0,main,253,87,32,25,actor-01,actor-01,0,,
move_out_of_room.pcapng,0,main,316,150,41,11,actor-02,actor-01,0,,
move_out_of_room.pcapng,0,main,328,162,41,23,actor-03,actor-01,0,,
move_out_of_room.pcapng,0,main,339,173,41,34,actor-04,actor-01,0,,
move_out_of_room.pcapng,0,main,353,187,42,3,actor-05,actor-01,0,,
move_out_of_room.pcapng,0,main,365,199,42,15,actor-06,actor-01,0,,
move_out_of_room.pcapng,0,main,379,213,42,29,actor-07,actor-01,0,,
