capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,slot,actor_id,actor_high_nibble,record_stride,field_at_record_plus_8,event_role_match,matching_event_names
party_battle_leve.pcapng,s2c,0,3432,3,280,0x0183,2,1158679899,4,12,1,yes,talkDefault
party_battle_leve.pcapng,s2c,0,3446,2,216,0x017F,0,43723073,0,48,301,no,
party_battle_leve.pcapng,s2c,0,3446,2,216,0x017F,1,43722707,0,48,301,no,
party_battle_leve.pcapng,s2c,0,3454,4,584,0x0183,0,1158676679,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3454,22,2504,0x0183,0,1158676673,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3455,4,584,0x0183,0,1158676667,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3455,22,2504,0x0183,0,1158677744,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3456,18,2080,0x0183,0,1158677743,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3457,0,0,0x0183,0,1158677746,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3457,18,1920,0x0183,0,1158679875,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3457,36,3840,0x0183,0,1158677740,4,12,1,no,
party_battle_leve.pcapng,s2c,0,3458,16,1712,0x0183,0,1158679047,4,12,1,no,
return_to_inn.pcapng,s2c,0,38,16,1496,0x017F,0,43723073,0,48,5303,no,
return_to_inn.pcapng,s2c,0,38,16,1496,0x017F,1,3768972602,14,48,4294967295,no,
return_to_inn.pcapng,s2c,0,38,20,2208,0x017F,0,43723073,0,48,5303,no,
teleport_to_camp_nine_ivies.pcapng,s2c,0,73,16,1496,0x017F,0,43723073,0,48,302,no,
teleport_to_camp_nine_ivies.pcapng,s2c,0,73,16,1496,0x017F,1,3768972602,14,48,4294967295,no,
teleport_to_camp_nine_ivies.pcapng,s2c,0,73,20,2208,0x017F,0,43723073,0,48,302,no,
teleport_to_camp_nine_ivies.pcapng,s2c,0,86,4,584,0x0183,0,1152912203,4,12,1,no,
teleport_to_camp_nine_ivies.pcapng,s2c,0,86,22,2504,0x0183,0,1152910032,4,12,1,no,
teleport_to_camp_nine_ivies.pcapng,s2c,0,87,4,584,0x0183,0,1152909453,4,12,1,no,
teleport_to_camp_tranquil.pcapng,s2c,0,47,16,1496,0x017F,0,43723073,0,48,305,no,
teleport_to_camp_tranquil.pcapng,s2c,0,47,16,1496,0x017F,1,3768972602,14,48,4294967295,no,
teleport_to_camp_tranquil.pcapng,s2c,0,47,20,2208,0x017F,0,43723073,0,48,305,no,
teleport_to_camp_tranquil.pcapng,s2c,0,62,4,584,0x0183,0,1154500034,4,12,1,no,
teleport_to_gridania.pcapng,s2c,0,22,9,1016,0x0183,0,1154482319,4,12,1,no,
teleport_to_gridania.pcapng,s2c,0,59,16,1496,0x017F,0,43723073,0,48,321,no,
teleport_to_gridania.pcapng,s2c,0,59,16,1496,0x017F,1,3768972602,14,48,4294967295,no,
teleport_to_gridania.pcapng,s2c,0,59,20,2208,0x017F,0,43723073,0,48,321,no,
war_quest_update2.pcapng,s2c,0,408,2,216,0x0183,0,1163947554,4,12,1,yes,noticeEvent
war_quest_update2.pcapng,s2c,0,408,2,216,0x0183,1,43723073,0,12,1,no,
war_quest_update2.pcapng,s2c,0,408,2,216,0x0183,2,43722707,0,12,1,no,
war_quest_update2.pcapng,s2c,0,408,2,216,0x0183,3,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,408,2,216,0x0183,4,1163947557,4,12,1,no,
war_quest_update2.pcapng,s2c,0,408,2,216,0x0183,5,1163947558,4,12,1,no,
war_quest_update2.pcapng,s2c,0,408,6,640,0x0183,0,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,408,6,640,0x0183,1,1163947557,4,12,1,no,
war_quest_update2.pcapng,s2c,0,408,6,640,0x0183,2,1163947558,4,12,1,no,
war_quest_update2.pcapng,s2c,0,494,2,216,0x0183,0,1163947554,4,12,1,yes,noticeEvent
war_quest_update2.pcapng,s2c,0,494,2,216,0x0183,1,43723073,0,12,1,no,
war_quest_update2.pcapng,s2c,0,494,2,216,0x0183,2,43722707,0,12,1,no,
war_quest_update2.pcapng,s2c,0,494,2,216,0x0183,3,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,494,2,216,0x0183,4,1163947558,4,12,1,no,
war_quest_update2.pcapng,s2c,0,494,6,640,0x0183,0,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,494,6,640,0x0183,1,1163947558,4,12,1,no,
war_quest_update2.pcapng,s2c,0,587,2,216,0x0183,0,1163947554,4,12,1,yes,noticeEvent
war_quest_update2.pcapng,s2c,0,587,2,216,0x0183,1,43723073,0,12,1,no,
war_quest_update2.pcapng,s2c,0,587,2,216,0x0183,2,43722707,0,12,1,no,
war_quest_update2.pcapng,s2c,0,587,2,216,0x0183,3,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,587,6,640,0x0183,0,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,612,2,216,0x017F,0,43723073,0,48,403,no,
war_quest_update2.pcapng,s2c,0,612,2,216,0x017F,1,43722707,0,48,403,no,
war_quest_update2.pcapng,s2c,0,612,6,928,0x0183,0,1163947554,4,12,1,yes,noticeEvent
war_quest_update2.pcapng,s2c,0,612,6,928,0x0183,1,43723073,0,12,1,no,
war_quest_update2.pcapng,s2c,0,612,6,928,0x0183,2,1163947556,4,12,1,no,
war_quest_update2.pcapng,s2c,0,640,18,2080,0x0183,0,1163919573,4,12,1,no,
war_quest_update2.pcapng,s2c,0,641,0,0,0x0183,0,1163919648,4,12,1,no,
war_quest_update2.pcapng,s2c,0,641,18,1920,0x0183,0,1163919757,4,12,1,no,
war_quest_update2.pcapng,s2c,0,641,36,3840,0x0183,0,1163922664,4,12,1,no,
war_quest_update2.pcapng,s2c,0,642,16,1712,0x0183,0,1163919745,4,12,1,no,
war_quest_update2.pcapng,s2c,0,642,34,3632,0x0183,0,1163919789,4,12,1,no,
war_quest_update2.pcapng,s2c,0,643,12,1520,0x0183,0,1163919784,4,12,1,no,
war_quest_update2.pcapng,s2c,0,643,30,3440,0x0183,0,1163919778,4,12,1,no,
war_quest_update2.pcapng,s2c,0,644,11,1480,0x0183,0,1163919790,4,12,1,no,
war_quest_update2.pcapng,s2c,0,644,29,3400,0x0183,0,1163919782,4,12,1,no,
war_quest_update2.pcapng,s2c,0,645,11,1480,0x0183,0,1163919788,4,12,1,no,
war_quest_update3.pcapng,s2c,0,5,9,1016,0x0183,0,1163919697,4,12,1,no,
war_quest_update3.pcapng,s2c,0,33,9,1016,0x0183,0,1163922701,4,12,1,no,
