capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,subpacket_size,application_length,transport_source_actor_id,field_u64_0,field_u64_8,group_type_candidate,member_count
party_battle_leve.pcapng,s2c,0,1705,3,280,0x0183,152,120,43723073,162,23329473126088,,8
party_battle_leve.pcapng,s2c,0,1705,4,432,0x0183,152,120,43723073,162,23329473126088,,2
party_battle_leve.pcapng,s2c,0,1705,5,584,0x017E,56,24,43723073,162,23329473126088,,
party_battle_leve.pcapng,s2c,0,1705,6,640,0x017C,152,120,43723073,162,23329473126118,10002,
party_battle_leve.pcapng,s2c,0,1705,7,792,0x017D,64,32,43723073,162,23329473126118,,
party_battle_leve.pcapng,s2c,0,1705,8,856,0x0183,152,120,43723073,162,23329473126118,,1
party_battle_leve.pcapng,s2c,0,1705,9,1008,0x017E,56,24,43723073,162,23329473126118,,
party_battle_leve.pcapng,s2c,0,1771,1,80,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,1804,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,1807,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,1808,1,64,0x017C,152,120,43723073,162,23329489182350,30001,
party_battle_leve.pcapng,s2c,0,1808,2,216,0x017D,64,32,43723073,162,23329489182350,,
party_battle_leve.pcapng,s2c,0,1808,3,280,0x0183,152,120,43723073,162,23329489182350,,8
party_battle_leve.pcapng,s2c,0,1808,4,432,0x0183,152,120,43723073,162,23329489182350,,2
party_battle_leve.pcapng,s2c,0,1808,5,584,0x017E,56,24,43723073,162,23329489182350,,
party_battle_leve.pcapng,s2c,0,1809,7,800,0x017C,152,120,43723073,162,23329489380806,10002,
party_battle_leve.pcapng,s2c,0,1809,8,952,0x017D,64,32,43723073,162,23329489380806,,
party_battle_leve.pcapng,s2c,0,1809,9,1016,0x0183,152,120,43723073,162,23329489380806,,1
party_battle_leve.pcapng,s2c,0,1809,10,1168,0x017E,56,24,43723073,162,23329489380806,,
party_battle_leve.pcapng,s2c,0,1815,0,0,0x017A,176,144,43723073,2918332558536083399,173508149446676,,
party_battle_leve.pcapng,s2c,0,1840,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,1840,2,168,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,1856,0,0,0x017C,152,120,43723073,162,23329497190510,30001,
party_battle_leve.pcapng,s2c,0,1856,1,152,0x017D,64,32,43723073,162,23329497190510,,
party_battle_leve.pcapng,s2c,0,1856,2,216,0x0183,152,120,43723073,162,23329497190510,,8
party_battle_leve.pcapng,s2c,0,1856,3,368,0x0183,152,120,43723073,162,23329497190510,,1
party_battle_leve.pcapng,s2c,0,1856,4,520,0x017E,56,24,43723073,162,23329497190510,,
party_battle_leve.pcapng,s2c,0,1874,0,0,0x017C,152,120,43723073,162,23329501390474,30001,
party_battle_leve.pcapng,s2c,0,1874,1,152,0x017D,64,32,43723073,162,23329501390474,,
party_battle_leve.pcapng,s2c,0,1874,2,216,0x0183,152,120,43723073,162,23329501390474,,8
party_battle_leve.pcapng,s2c,0,1874,3,368,0x017E,56,24,43723073,162,23329501390474,,
party_battle_leve.pcapng,s2c,0,1892,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,1921,7,800,0x017C,152,120,43723073,162,23329510461006,10002,
party_battle_leve.pcapng,s2c,0,1921,8,952,0x017D,64,32,43723073,162,23329510461006,,
party_battle_leve.pcapng,s2c,0,1921,9,1016,0x0183,152,120,43723073,162,23329510461006,,1
party_battle_leve.pcapng,s2c,0,1921,10,1168,0x017E,56,24,43723073,162,23329510461006,,
party_battle_leve.pcapng,s2c,0,1921,25,2720,0x017C,152,120,43723073,162,23329510461466,10002,
party_battle_leve.pcapng,s2c,0,1921,26,2872,0x017D,64,32,43723073,162,23329510461466,,
party_battle_leve.pcapng,s2c,0,1921,27,2936,0x0183,152,120,43723073,162,23329510461466,,1
party_battle_leve.pcapng,s2c,0,1921,28,3088,0x017E,56,24,43723073,162,23329510461466,,
party_battle_leve.pcapng,s2c,0,1922,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,1923,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,1925,0,0,0x017A,176,144,43723073,2918332558536083082,173508149446676,,
party_battle_leve.pcapng,s2c,0,1928,1,64,0x017A,176,144,43723073,2918332558536083483,173508149446676,,
party_battle_leve.pcapng,s2c,0,1930,7,800,0x017C,152,120,43723073,162,23329511590773,10002,
party_battle_leve.pcapng,s2c,0,1930,8,952,0x017D,64,32,43723073,162,23329511590773,,
party_battle_leve.pcapng,s2c,0,1930,9,1016,0x0183,152,120,43723073,162,23329511590773,,1
party_battle_leve.pcapng,s2c,0,1930,10,1168,0x017E,56,24,43723073,162,23329511590773,,
party_battle_leve.pcapng,s2c,0,1938,0,0,0x017A,176,144,43723073,2918332558536083399,173508149446676,,
party_battle_leve.pcapng,s2c,0,1958,0,0,0x017C,152,120,43723073,162,23329516101983,10002,
party_battle_leve.pcapng,s2c,0,1958,1,152,0x017D,64,32,43723073,162,23329516101983,,
party_battle_leve.pcapng,s2c,0,1958,2,216,0x0183,152,120,43723073,162,23329516101983,,1
party_battle_leve.pcapng,s2c,0,1958,3,368,0x017E,56,24,43723073,162,23329516101983,,
party_battle_leve.pcapng,s2c,0,1962,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,1962,3,248,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,1963,2,160,0x017A,176,144,43723073,2918332558536083399,173508149446676,,
party_battle_leve.pcapng,s2c,0,1968,7,800,0x017C,152,120,43723073,162,23329518271010,10002,
party_battle_leve.pcapng,s2c,0,1968,8,952,0x017D,64,32,43723073,162,23329518271010,,
party_battle_leve.pcapng,s2c,0,1968,9,1016,0x0183,152,120,43723073,162,23329518271010,,1
party_battle_leve.pcapng,s2c,0,1968,10,1168,0x017E,56,24,43723073,162,23329518271010,,
party_battle_leve.pcapng,s2c,0,1972,2,160,0x017A,176,144,43723073,2918332558536083008,173508149446676,,
party_battle_leve.pcapng,s2c,0,1977,25,2616,0x017C,152,120,43723073,162,23329519321206,10002,
party_battle_leve.pcapng,s2c,0,1977,26,2768,0x017D,64,32,43723073,162,23329519321206,,
party_battle_leve.pcapng,s2c,0,1977,27,2832,0x0183,152,120,43723073,162,23329519321206,,1
party_battle_leve.pcapng,s2c,0,1977,28,2984,0x017E,56,24,43723073,162,23329519321206,,
party_battle_leve.pcapng,s2c,0,1981,0,0,0x017A,176,144,43723073,2918332558536083398,173508149446676,,
party_battle_leve.pcapng,s2c,0,1990,7,800,0x017C,152,120,43723073,162,23329521620918,10002,
party_battle_leve.pcapng,s2c,0,1990,8,952,0x017D,64,32,43723073,162,23329521620918,,
party_battle_leve.pcapng,s2c,0,1990,9,1016,0x0183,152,120,43723073,162,23329521620918,,1
party_battle_leve.pcapng,s2c,0,1990,10,1168,0x017E,56,24,43723073,162,23329521620918,,
party_battle_leve.pcapng,s2c,0,1993,3,224,0x017A,176,144,43723073,2918332558536083475,173508149446676,,
party_battle_leve.pcapng,s2c,0,1996,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,1997,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2041,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2042,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2072,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2073,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2090,0,0,0x0187,96,64,43723073,2918332558536083475,10002,,
party_battle_leve.pcapng,s2c,0,2091,0,0,0x0187,96,64,43723073,2918332558536083475,10002,,
party_battle_leve.pcapng,s2c,0,2096,7,800,0x017C,152,120,43723073,162,23329538191061,10002,
party_battle_leve.pcapng,s2c,0,2096,8,952,0x017D,64,32,43723073,162,23329538191061,,
party_battle_leve.pcapng,s2c,0,2096,9,1016,0x0183,152,120,43723073,162,23329538191061,,1
party_battle_leve.pcapng,s2c,0,2096,10,1168,0x017E,56,24,43723073,162,23329538191061,,
party_battle_leve.pcapng,s2c,0,2101,0,0,0x017A,176,144,43723073,2918332558536083479,173508149446676,,
party_battle_leve.pcapng,s2c,0,2116,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2143,0,0,0x017C,152,120,43723073,162,23329545300496,30001,
party_battle_leve.pcapng,s2c,0,2143,1,152,0x017D,64,32,43723073,162,23329545300496,,
party_battle_leve.pcapng,s2c,0,2143,2,216,0x0183,152,120,43723073,162,23329545300496,,7
party_battle_leve.pcapng,s2c,0,2143,3,368,0x017E,56,24,43723073,162,23329545300496,,
party_battle_leve.pcapng,s2c,0,2265,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2278,3,200,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2283,0,0,0x017C,152,120,43723073,162,23329575420939,30001,
party_battle_leve.pcapng,s2c,0,2283,1,152,0x017D,64,32,43723073,162,23329575420939,,
party_battle_leve.pcapng,s2c,0,2283,2,216,0x0183,152,120,43723073,162,23329575420939,,8
party_battle_leve.pcapng,s2c,0,2283,3,368,0x017E,56,24,43723073,162,23329575420939,,
party_battle_leve.pcapng,s2c,0,2285,7,800,0x017C,152,120,43723073,162,23329575621074,10002,
party_battle_leve.pcapng,s2c,0,2285,8,952,0x017D,64,32,43723073,162,23329575621074,,
party_battle_leve.pcapng,s2c,0,2285,9,1016,0x0183,152,120,43723073,162,23329575621074,,1
party_battle_leve.pcapng,s2c,0,2285,10,1168,0x017E,56,24,43723073,162,23329575621074,,
party_battle_leve.pcapng,s2c,0,2285,11,1224,0x017C,152,120,43723073,162,23329575621110,30001,
party_battle_leve.pcapng,s2c,0,2285,12,1376,0x017D,64,32,43723073,162,23329575621110,,
party_battle_leve.pcapng,s2c,0,2285,13,1440,0x0183,152,120,43723073,162,23329575621110,,7
party_battle_leve.pcapng,s2c,0,2285,14,1592,0x017E,56,24,43723073,162,23329575621110,,
party_battle_leve.pcapng,s2c,0,2289,0,0,0x017C,152,120,43723073,162,23329575959836,30001,
party_battle_leve.pcapng,s2c,0,2289,1,152,0x017D,64,32,43723073,162,23329575959836,,
party_battle_leve.pcapng,s2c,0,2289,2,216,0x0183,152,120,43723073,162,23329575959836,,8
party_battle_leve.pcapng,s2c,0,2289,3,368,0x017E,56,24,43723073,162,23329575959836,,
party_battle_leve.pcapng,s2c,0,2290,1,64,0x017C,152,120,43723073,162,23329575974895,30001,
party_battle_leve.pcapng,s2c,0,2290,2,216,0x017D,64,32,43723073,162,23329575974895,,
party_battle_leve.pcapng,s2c,0,2290,3,280,0x0183,152,120,43723073,162,23329575974895,,8
party_battle_leve.pcapng,s2c,0,2290,4,432,0x017E,56,24,43723073,162,23329575974895,,
party_battle_leve.pcapng,s2c,0,2290,5,488,0x017C,152,120,43723073,162,23329575974920,10002,
party_battle_leve.pcapng,s2c,0,2290,6,640,0x017D,64,32,43723073,162,23329575974920,,
party_battle_leve.pcapng,s2c,0,2290,7,704,0x0183,152,120,43723073,162,23329575974920,,2
party_battle_leve.pcapng,s2c,0,2290,8,856,0x017E,56,24,43723073,162,23329575974920,,
party_battle_leve.pcapng,s2c,0,2291,0,0,0x0187,96,64,43723073,2918332558536083493,10002,,
party_battle_leve.pcapng,s2c,0,2291,1,96,0x0187,96,64,43723073,2918332558536083493,10002,,
party_battle_leve.pcapng,s2c,0,2298,0,0,0x017A,176,144,43723073,2918332558536083493,8388357179801831431,,
party_battle_leve.pcapng,s2c,0,2326,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2333,0,0,0x017C,152,120,43723073,162,23329580320484,30001,
party_battle_leve.pcapng,s2c,0,2333,1,152,0x017D,64,32,43723073,162,23329580320484,,
party_battle_leve.pcapng,s2c,0,2333,2,216,0x0183,152,120,43723073,162,23329580320484,,7
party_battle_leve.pcapng,s2c,0,2333,3,368,0x017E,56,24,43723073,162,23329580320484,,
party_battle_leve.pcapng,s2c,0,2525,2,368,0x017C,152,120,43723073,162,23329609731142,10002,
party_battle_leve.pcapng,s2c,0,2525,3,520,0x017D,64,32,43723073,162,23329609731142,,
party_battle_leve.pcapng,s2c,0,2525,4,584,0x0183,152,120,43723073,162,23329609731142,,1
party_battle_leve.pcapng,s2c,0,2525,5,736,0x017E,56,24,43723073,162,23329609731142,,
party_battle_leve.pcapng,s2c,0,2530,0,0,0x017A,176,144,43723073,2918332558536083494,8388357179801831431,,
party_battle_leve.pcapng,s2c,0,2535,7,800,0x017C,152,120,43723073,162,23329611190983,10002,
party_battle_leve.pcapng,s2c,0,2535,8,952,0x017D,64,32,43723073,162,23329611190983,,
party_battle_leve.pcapng,s2c,0,2535,9,1016,0x0183,152,120,43723073,162,23329611190983,,1
party_battle_leve.pcapng,s2c,0,2535,10,1168,0x017E,56,24,43723073,162,23329611190983,,
party_battle_leve.pcapng,s2c,0,2536,4,520,0x017C,152,120,43723073,162,23329611191675,10002,
party_battle_leve.pcapng,s2c,0,2536,5,672,0x017D,64,32,43723073,162,23329611191675,,
party_battle_leve.pcapng,s2c,0,2536,6,736,0x0183,152,120,43723073,162,23329611191675,,1
party_battle_leve.pcapng,s2c,0,2536,7,888,0x017E,56,24,43723073,162,23329611191675,,
party_battle_leve.pcapng,s2c,0,2536,22,2440,0x017C,152,120,43723073,162,23329611192119,10002,
party_battle_leve.pcapng,s2c,0,2536,23,2592,0x017D,64,32,43723073,162,23329611192119,,
party_battle_leve.pcapng,s2c,0,2536,24,2656,0x0183,152,120,43723073,162,23329611192119,,1
party_battle_leve.pcapng,s2c,0,2536,25,2808,0x017E,56,24,43723073,162,23329611192119,,
party_battle_leve.pcapng,s2c,0,2539,3,120,0x017A,176,144,43723073,2918332558536083082,173508149446676,,
party_battle_leve.pcapng,s2c,0,2539,4,296,0x017A,176,144,43723073,2918332558536083399,173508149446676,,
party_battle_leve.pcapng,s2c,0,2539,5,472,0x017A,176,144,43723073,2918332558536083398,173508149446676,,
party_battle_leve.pcapng,s2c,0,2627,7,800,0x017C,152,120,43723073,162,23329626640949,10002,
party_battle_leve.pcapng,s2c,0,2627,8,952,0x017D,64,32,43723073,162,23329626640949,,
party_battle_leve.pcapng,s2c,0,2627,9,1016,0x0183,152,120,43723073,162,23329626640949,,1
party_battle_leve.pcapng,s2c,0,2627,10,1168,0x017E,56,24,43723073,162,23329626640949,,
party_battle_leve.pcapng,s2c,0,2627,25,2720,0x017C,152,120,43723073,162,23329626641406,10002,
party_battle_leve.pcapng,s2c,0,2627,26,2872,0x017D,64,32,43723073,162,23329626641406,,
party_battle_leve.pcapng,s2c,0,2627,27,2936,0x0183,152,120,43723073,162,23329626641406,,1
party_battle_leve.pcapng,s2c,0,2627,28,3088,0x017E,56,24,43723073,162,23329626641406,,
party_battle_leve.pcapng,s2c,0,2629,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2633,1,64,0x017A,176,144,43723073,2918332558536083398,173508149446676,,
party_battle_leve.pcapng,s2c,0,2633,2,240,0x017A,176,144,43723073,2918332558536083399,173508149446676,,
party_battle_leve.pcapng,s2c,0,2660,7,800,0x017C,152,120,43723073,162,23329631404802,10002,
party_battle_leve.pcapng,s2c,0,2660,8,952,0x017D,64,32,43723073,162,23329631404802,,
party_battle_leve.pcapng,s2c,0,2660,9,1016,0x0183,152,120,43723073,162,23329631404802,,1
party_battle_leve.pcapng,s2c,0,2660,10,1168,0x017E,56,24,43723073,162,23329631404802,,
party_battle_leve.pcapng,s2c,0,2663,0,0,0x017A,176,144,43723073,2918332558536083398,173508149446676,,
party_battle_leve.pcapng,s2c,0,2668,0,0,0x017C,152,120,43723073,162,23329632320493,30001,
party_battle_leve.pcapng,s2c,0,2668,1,152,0x017D,64,32,43723073,162,23329632320493,,
party_battle_leve.pcapng,s2c,0,2668,2,216,0x0183,152,120,43723073,162,23329632320493,,6
party_battle_leve.pcapng,s2c,0,2668,3,368,0x017E,56,24,43723073,162,23329632320493,,
party_battle_leve.pcapng,s2c,0,2668,4,424,0x017C,152,120,43723073,162,23329632320526,10002,
party_battle_leve.pcapng,s2c,0,2668,5,576,0x017D,64,32,43723073,162,23329632320526,,
party_battle_leve.pcapng,s2c,0,2668,6,640,0x0183,152,120,43723073,162,23329632320526,,1
party_battle_leve.pcapng,s2c,0,2668,7,792,0x017E,56,24,43723073,162,23329632320526,,
party_battle_leve.pcapng,s2c,0,2669,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2823,1,80,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2832,0,0,0x017C,152,120,43723073,162,23329664160225,30001,
party_battle_leve.pcapng,s2c,0,2832,1,152,0x017D,64,32,43723073,162,23329664160225,,
party_battle_leve.pcapng,s2c,0,2832,2,216,0x0183,152,120,43723073,162,23329664160225,,5
party_battle_leve.pcapng,s2c,0,2832,3,368,0x017E,56,24,43723073,162,23329664160225,,
party_battle_leve.pcapng,s2c,0,2834,7,800,0x017C,152,120,43723073,162,23329664291132,10002,
party_battle_leve.pcapng,s2c,0,2834,8,952,0x017D,64,32,43723073,162,23329664291132,,
party_battle_leve.pcapng,s2c,0,2834,9,1016,0x0183,152,120,43723073,162,23329664291132,,1
party_battle_leve.pcapng,s2c,0,2834,10,1168,0x017E,56,24,43723073,162,23329664291132,,
party_battle_leve.pcapng,s2c,0,2834,25,2720,0x017C,152,120,43723073,162,23329664291608,10002,
party_battle_leve.pcapng,s2c,0,2834,26,2872,0x017D,64,32,43723073,162,23329664291608,,
party_battle_leve.pcapng,s2c,0,2834,27,2936,0x0183,152,120,43723073,162,23329664291608,,1
party_battle_leve.pcapng,s2c,0,2834,28,3088,0x017E,56,24,43723073,162,23329664291608,,
party_battle_leve.pcapng,s2c,0,2839,0,0,0x017A,176,144,43723073,2918332558536083398,173508149446676,,
party_battle_leve.pcapng,s2c,0,2839,1,176,0x017A,176,144,43723073,2918332558536083399,173508149446676,,
party_battle_leve.pcapng,s2c,0,2855,4,520,0x017C,152,120,43723073,162,23329667450713,10002,
party_battle_leve.pcapng,s2c,0,2855,5,672,0x017D,64,32,43723073,162,23329667450713,,
party_battle_leve.pcapng,s2c,0,2855,6,736,0x0183,152,120,43723073,162,23329667450713,,1
party_battle_leve.pcapng,s2c,0,2855,7,888,0x017E,56,24,43723073,162,23329667450713,,
party_battle_leve.pcapng,s2c,0,2856,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2860,0,0,0x017A,176,144,43723073,2918332558536083481,173508149446676,,
party_battle_leve.pcapng,s2c,0,2864,0,0,0x017C,152,120,43723073,162,23329668158496,30001,
party_battle_leve.pcapng,s2c,0,2864,1,152,0x017D,64,32,43723073,162,23329668158496,,
party_battle_leve.pcapng,s2c,0,2864,2,216,0x0183,152,120,43723073,162,23329668158496,,6
party_battle_leve.pcapng,s2c,0,2864,3,368,0x017E,56,24,43723073,162,23329668158496,,
party_battle_leve.pcapng,s2c,0,2866,7,800,0x017C,152,120,43723073,162,23329668371477,10002,
party_battle_leve.pcapng,s2c,0,2866,8,952,0x017D,64,32,43723073,162,23329668371477,,
party_battle_leve.pcapng,s2c,0,2866,9,1016,0x0183,152,120,43723073,162,23329668371477,,1
party_battle_leve.pcapng,s2c,0,2866,10,1168,0x017E,56,24,43723073,162,23329668371477,,
party_battle_leve.pcapng,s2c,0,2866,11,1224,0x017C,152,120,43723073,162,23329668371489,30001,
party_battle_leve.pcapng,s2c,0,2866,12,1376,0x017D,64,32,43723073,162,23329668371489,,
party_battle_leve.pcapng,s2c,0,2866,13,1440,0x0183,152,120,43723073,162,23329668371489,,6
party_battle_leve.pcapng,s2c,0,2866,14,1592,0x017E,56,24,43723073,162,23329668371489,,
party_battle_leve.pcapng,s2c,0,2869,0,0,0x017C,152,120,43723073,162,23329668654038,30001,
party_battle_leve.pcapng,s2c,0,2869,1,152,0x017D,64,32,43723073,162,23329668654038,,
party_battle_leve.pcapng,s2c,0,2869,2,216,0x0183,152,120,43723073,162,23329668654038,,7
party_battle_leve.pcapng,s2c,0,2869,3,368,0x017E,56,24,43723073,162,23329668654038,,
party_battle_leve.pcapng,s2c,0,2870,1,40,0x0187,96,64,43723073,2918332558536083495,10002,,
party_battle_leve.pcapng,s2c,0,2870,2,136,0x0187,96,64,43723073,2918332558536083495,10002,,
party_battle_leve.pcapng,s2c,0,2873,7,800,0x017C,152,120,43723073,162,23329668870959,10002,
party_battle_leve.pcapng,s2c,0,2873,8,952,0x017D,64,32,43723073,162,23329668870959,,
party_battle_leve.pcapng,s2c,0,2873,9,1016,0x0183,152,120,43723073,162,23329668870959,,2
party_battle_leve.pcapng,s2c,0,2873,10,1168,0x017E,56,24,43723073,162,23329668870959,,
party_battle_leve.pcapng,s2c,0,2873,11,1224,0x017C,152,120,43723073,162,23329668870975,30001,
party_battle_leve.pcapng,s2c,0,2873,12,1376,0x017D,64,32,43723073,162,23329668870975,,
party_battle_leve.pcapng,s2c,0,2873,13,1440,0x0183,152,120,43723073,162,23329668870975,,6
party_battle_leve.pcapng,s2c,0,2873,14,1592,0x017E,56,24,43723073,162,23329668870975,,
party_battle_leve.pcapng,s2c,0,2874,1,64,0x017A,176,144,43723073,2918332558536083495,8388357179801831431,,
party_battle_leve.pcapng,s2c,0,2886,8,1016,0x017C,152,120,43723073,162,23329670631213,10002,
party_battle_leve.pcapng,s2c,0,2886,9,1168,0x017D,64,32,43723073,162,23329670631213,,
party_battle_leve.pcapng,s2c,0,2886,10,1232,0x0183,152,120,43723073,162,23329670631213,,1
party_battle_leve.pcapng,s2c,0,2886,11,1384,0x017E,56,24,43723073,162,23329670631213,,
party_battle_leve.pcapng,s2c,0,2889,2,104,0x017A,176,144,43723073,2918332558536083481,173508149446676,,
party_battle_leve.pcapng,s2c,0,2889,3,280,0x017C,152,120,43723073,162,23329671084929,30001,
party_battle_leve.pcapng,s2c,0,2889,4,432,0x017D,64,32,43723073,162,23329671084929,,
party_battle_leve.pcapng,s2c,0,2889,5,496,0x0183,152,120,43723073,162,23329671084929,,5
party_battle_leve.pcapng,s2c,0,2889,6,648,0x017E,56,24,43723073,162,23329671084929,,
party_battle_leve.pcapng,s2c,0,2896,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307027,,
party_battle_leve.pcapng,s2c,0,2913,2,104,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,2923,7,800,0x017C,152,120,43723073,162,23329675461106,10002,
party_battle_leve.pcapng,s2c,0,2923,8,952,0x017D,64,32,43723073,162,23329675461106,,
party_battle_leve.pcapng,s2c,0,2923,9,1016,0x0183,152,120,43723073,162,23329675461106,,1
party_battle_leve.pcapng,s2c,0,2923,10,1168,0x017E,56,24,43723073,162,23329675461106,,
party_battle_leve.pcapng,s2c,0,2925,0,0,0x017A,176,144,43723073,2918332558536083481,173508149446676,,
party_battle_leve.pcapng,s2c,0,2936,10,1224,0x017C,152,120,43723073,162,23329677563895,10002,
party_battle_leve.pcapng,s2c,0,2936,11,1376,0x017D,64,32,43723073,162,23329677563895,,
party_battle_leve.pcapng,s2c,0,2936,12,1440,0x0183,152,120,43723073,162,23329677563895,,1
party_battle_leve.pcapng,s2c,0,2936,13,1592,0x017E,56,24,43723073,162,23329677563895,,
party_battle_leve.pcapng,s2c,0,2937,1,64,0x017A,176,144,43723073,2918332558536083481,173508149446676,,
party_battle_leve.pcapng,s2c,0,3062,3,144,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,3113,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,3177,1,88,0x017C,152,120,43723073,162,23329720140881,30001,
party_battle_leve.pcapng,s2c,0,3177,2,240,0x017D,64,32,43723073,162,23329720140881,,
party_battle_leve.pcapng,s2c,0,3177,3,304,0x0183,152,120,43723073,162,23329720140881,,4
party_battle_leve.pcapng,s2c,0,3177,4,456,0x017E,56,24,43723073,162,23329720140881,,
party_battle_leve.pcapng,s2c,0,3177,5,512,0x017C,152,120,43723073,162,23329720140906,10002,
party_battle_leve.pcapng,s2c,0,3177,6,664,0x017D,64,32,43723073,162,23329720140906,,
party_battle_leve.pcapng,s2c,0,3177,7,728,0x0183,152,120,43723073,162,23329720140906,,1
party_battle_leve.pcapng,s2c,0,3177,8,880,0x017E,56,24,43723073,162,23329720140906,,
party_battle_leve.pcapng,s2c,0,3198,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,3203,7,800,0x017C,152,120,43723073,162,23329725000968,10002,
party_battle_leve.pcapng,s2c,0,3203,8,952,0x017D,64,32,43723073,162,23329725000968,,
party_battle_leve.pcapng,s2c,0,3203,9,1016,0x0183,152,120,43723073,162,23329725000968,,1
party_battle_leve.pcapng,s2c,0,3203,10,1168,0x017E,56,24,43723073,162,23329725000968,,
party_battle_leve.pcapng,s2c,0,3206,0,0,0x017A,176,144,43723073,2918332558536083082,173508149446676,,
party_battle_leve.pcapng,s2c,0,3235,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
party_battle_leve.pcapng,s2c,0,3237,7,800,0x017C,152,120,43723073,162,23329729710963,10002,
party_battle_leve.pcapng,s2c,0,3237,8,952,0x017D,64,32,43723073,162,23329729710963,,
party_battle_leve.pcapng,s2c,0,3237,9,1016,0x0183,152,120,43723073,162,23329729710963,,1
party_battle_leve.pcapng,s2c,0,3237,10,1168,0x017E,56,24,43723073,162,23329729710963,,
party_battle_leve.pcapng,s2c,0,3245,1,80,0x017A,176,144,43723073,2918332558536083082,173508149446676,,
party_battle_leve.pcapng,s2c,0,3334,7,800,0x017C,152,120,43723073,162,23329746231017,10002,
party_battle_leve.pcapng,s2c,0,3334,8,952,0x017D,64,32,43723073,162,23329746231017,,
party_battle_leve.pcapng,s2c,0,3334,9,1016,0x0183,152,120,43723073,162,23329746231017,,1
party_battle_leve.pcapng,s2c,0,3334,10,1168,0x017E,56,24,43723073,162,23329746231017,,
party_battle_leve.pcapng,s2c,0,3336,0,0,0x017A,176,144,43723073,2918332558536083481,173508149446676,,
party_battle_leve.pcapng,s2c,0,3367,0,0,0x017C,152,120,43723073,162,23329753749266,30001,
party_battle_leve.pcapng,s2c,0,3367,1,152,0x017D,64,32,43723073,162,23329753749266,,
party_battle_leve.pcapng,s2c,0,3367,2,216,0x0183,152,120,43723073,162,23329753749266,,5
party_battle_leve.pcapng,s2c,0,3367,3,368,0x017E,56,24,43723073,162,23329753749266,,
party_battle_leve.pcapng,s2c,0,3368,11,1120,0x017C,152,120,43723073,162,23329753941171,30001,
party_battle_leve.pcapng,s2c,0,3368,12,1272,0x017D,64,32,43723073,162,23329753941171,,
